lamaresq_walk: .word 16, 16
.byte 199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,8,0,0,199,199,199,199,199,
199,199,199,199,9,9,82,83,83,9,8,8,199,199,199,199,
199,199,199,199,92,93,102,102,101,74,8,8,8,199,199,199,
199,199,199,199,101,101,102,102,101,82,9,8,0,199,199,199,
199,199,199,84,93,84,83,92,101,92,73,8,8,199,199,199,
199,199,199,74,83,10,82,83,92,92,73,9,199,199,199,199,
199,199,199,92,92,92,84,92,92,93,91,102,199,199,199,199,
199,199,199,199,102,93,93,93,93,93,102,102,199,199,199,199,
199,199,199,199,83,84,93,93,92,92,101,199,102,199,199,199,
199,199,199,102,83,83,83,92,92,92,101,199,102,199,199,199,
199,199,199,102,83,83,83,83,92,92,199,199,199,102,199,199,
199,199,102,199,83,84,92,83,92,102,199,199,199,199,199,199,
199,199,199,199,83,83,83,83,102,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,102,84,199,199,199,199,199,199,199,
199,199,199,199,199,199,102,199,199,84,199,199,199,199,199,199,


