lamarbaixo_walk: .word 16, 16
.byte 199,199,199,199,199,199,1,1,1,199,199,199,199,199,199,199,
199,199,199,199,199,1,1,1,1,1,1,199,199,199,199,199,
199,199,199,1,1,92,94,94,93,92,1,1,199,199,199,199,
199,199,199,1,83,93,94,166,166,174,92,1,199,199,199,199,
199,199,199,1,83,92,93,102,102,102,166,65,199,199,199,199,
199,199,199,1,83,74,74,84,84,83,92,9,199,199,199,199,
199,199,199,9,83,82,83,84,83,74,83,84,199,199,199,199,
199,199,199,83,92,92,92,93,102,93,93,158,199,199,199,199,
199,199,199,92,92,84,84,84,93,93,102,102,199,199,199,199,
199,199,199,102,92,84,83,83,84,93,101,102,102,199,199,199,
199,199,102,199,76,84,75,83,84,92,157,199,101,199,199,199,
199,199,101,199,75,82,92,85,102,93,93,199,199,199,199,199,
199,199,199,199,93,74,83,84,93,93,102,199,199,199,199,199,
199,199,199,199,101,93,74,74,76,158,102,199,199,199,199,199,
199,199,199,199,101,199,199,199,199,199,102,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,102,199,199,199,199,199,


