lamar: .word 30, 30
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,135,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,1,0,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,1,1,1,1,1,1,1,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,1,1,73,74,73,9,1,1,1,1,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,135,0,0,83,92,93,84,84,75,74,73,1,1,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,83,93,93,94,102,102,102,101,93,83,74,1,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,9,92,92,93,102,174,102,102,166,174,174,101,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,1,0,74,92,92,93,94,102,102,102,102,102,102,174,92,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,82,92,92,93,94,102,166,102,166,166,102,174,92,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,83,92,83,84,84,93,102,102,101,101,101,102,92,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,92,83,74,73,73,75,93,84,75,74,83,92,101,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,83,82,74,73,73,74,92,83,73,65,74,83,92,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,91,83,83,83,83,84,93,93,83,74,83,83,83,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,9,74,92,92,92,92,92,93,93,166,102,93,93,93,101,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,91,92,92,92,92,84,92,93,166,102,101,102,166,174,102,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,93,91,92,92,92,84,84,83,84,93,93,93,102,166,102,102,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,102,91,92,92,84,85,92,83,83,92,93,93,93,166,166,166,199,199,199,199,199,199,199,
199,199,199,199,199,199,166,166,199,91,92,84,84,83,83,83,84,93,93,93,165,199,166,166,199,199,199,199,199,199,
199,199,199,199,199,166,166,199,199,83,92,92,83,74,75,83,83,84,92,92,156,199,166,166,199,199,199,199,199,199,
199,199,199,199,199,166,199,199,134,73,91,83,83,84,76,84,84,93,93,92,157,199,199,166,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,134,0,74,74,92,93,84,84,93,166,93,92,101,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,135,0,0,0,83,92,92,93,102,174,101,92,102,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,166,75,0,74,83,83,92,93,93,92,93,102,166,143,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,102,102,92,0,0,0,0,0,84,93,102,166,102,143,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,143,166,102,102,199,134,0,0,0,135,199,135,166,102,102,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,102,102,166,199,199,199,199,199,199,199,199,166,102,102,135,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,102,102,199,199,199,199,199,199,199,199,199,166,102,102,135,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,102,102,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


