caixaeletrizada: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,30,253,253,183,243,253,183,243,183,183,183,183,30,0,0,
30,183,30,243,30,30,243,253,30,30,243,253,253,183,30,0,
253,183,30,0,0,0,0,0,0,0,0,243,243,253,30,0,
243,253,30,0,183,0,0,0,0,30,30,0,0,243,253,0,
30,243,30,0,0,0,243,0,30,253,253,30,253,183,243,0,
30,183,243,243,0,30,0,30,253,253,30,253,243,253,30,0,
30,243,253,253,243,0,30,0,30,253,253,30,0,243,253,0,
243,253,30,10,253,243,30,30,30,30,30,30,253,183,243,0,
253,183,30,10,10,253,183,30,30,253,183,243,243,253,30,0,
30,30,183,243,183,183,183,183,183,183,243,253,183,243,253,0,
30,183,253,243,0,30,243,30,10,243,253,30,0,30,243,0,
30,183,30,253,243,0,30,10,30,0,243,253,30,183,30,0,
0,183,10,0,253,243,10,0,10,243,253,0,10,183,0,0,
0,30,183,183,183,183,183,183,183,183,183,183,183,30,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


