portafechada: .word 16, 16
.byte 20,20,0,10,10,10,10,10,10,10,10,10,10,0,20,20,
20,0,183,183,183,183,183,183,183,183,183,183,183,183,0,20,
0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
183,183,183,0,0,0,0,0,0,0,0,0,0,183,183,183,
183,183,0,20,20,0,20,20,20,20,0,20,20,0,183,183,
183,0,20,20,20,0,20,20,20,20,0,20,20,20,0,183,
183,0,20,20,20,0,20,20,20,20,0,20,20,20,0,183,
183,0,10,10,10,0,10,10,10,10,0,10,10,10,0,20,
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
183,0,183,183,183,0,20,20,20,20,0,20,20,20,0,20,
183,0,183,20,10,0,20,20,20,20,0,20,20,20,0,20,
183,0,183,20,10,0,20,20,20,20,0,20,20,20,0,20,
183,0,183,10,10,0,10,10,10,10,0,10,10,10,0,20,
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
20,0,20,20,20,0,20,20,20,20,0,20,20,20,0,10,
20,0,10,10,10,0,10,10,10,10,0,10,10,10,0,10,


