lamarcostashist: .word 40, 58
.byte 233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,225,163,164,164,102,166,165,163,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,233,233,233,233,234,226,163,163,154,92,82,82,82,82,82,92,92,164,162,163,235,234,233,233,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,233,233,233,233,234,226,163,163,154,92,82,82,82,82,82,92,92,164,162,163,235,234,233,233,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,233,233,233,164,165,164,92,82,82,74,74,74,74,74,74,82,92,92,92,92,164,244,233,233,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,233,226,164,166,164,92,82,82,74,74,74,74,74,74,74,74,82,82,82,82,92,164,164,233,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,182,102,92,92,82,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,82,82,163,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,163,163,92,92,82,82,82,74,74,74,74,74,74,74,74,74,1,1,74,1,1,1,1,74,74,82,226,226,233,233,233,233,233,233,233,
233,233,233,233,163,92,92,92,82,74,74,74,74,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,74,74,92,92,225,233,233,233,233,233,233,
233,233,233,162,92,92,92,82,74,74,1,74,74,74,1,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,74,92,226,233,233,233,233,233,
233,233,226,164,92,82,82,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,82,226,233,233,233,233,
233,233,164,92,82,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,92,225,233,233,233,
233,233,92,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,82,226,233,233,233,
233,225,82,82,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,162,233,233,233,
233,162,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,164,233,233,233,
233,155,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,226,233,233,233,
233,155,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,226,233,233,233,
233,92,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,225,233,233,233,
233,92,82,74,1,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,225,233,233,233,
233,92,82,74,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,225,233,233,233,
233,92,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,225,233,233,233,
233,163,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,164,233,102,102,102,
233,154,82,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,163,233,102,102,102,
233,226,82,74,1,1,1,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,163,233,102,102,102,
233,233,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,163,234,102,102,102,102,
233,233,153,1,1,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,164,233,102,102,102,102,
233,233,225,74,1,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,163,102,102,102,102,102,
233,233,162,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,233,102,102,102,102,225,
16,16,166,76,1,1,1,1,1,1,1,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,102,102,102,102,102,225,
25,25,102,76,1,1,1,1,1,1,1,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,102,102,102,102,25,16,
16,17,102,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93,102,102,102,102,16,25,
16,91,102,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,102,102,102,102,16,16,16,
16,101,102,92,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,74,102,102,102,102,16,17,16,
16,101,102,94,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,92,102,102,102,16,17,25,16,
16,101,102,102,92,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,94,94,102,16,16,16,16,16,16,
16,101,102,102,92,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,92,16,16,16,16,16,16,16,16,16,
17,101,102,102,93,82,82,74,1,74,74,1,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,83,16,17,17,16,16,25,16,16,25,
26,101,102,101,100,82,82,74,1,74,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,101,83,17,17,16,17,17,16,25,25,16,
91,102,102,100,18,92,92,74,74,74,1,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,1,102,92,17,16,16,16,17,16,16,16,16,16,
92,102,102,92,16,101,101,74,74,74,74,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,1,82,92,17,16,16,16,17,17,16,16,16,16,17,
92,102,102,92,16,92,100,92,74,1,74,74,74,74,74,74,1,1,1,1,1,1,1,1,1,1,1,82,81,17,17,16,16,16,16,16,16,16,16,16,
92,102,102,92,16,17,17,102,92,74,74,92,92,92,92,74,74,74,1,1,1,1,1,1,1,1,74,9,16,16,16,16,16,16,16,16,16,16,16,16,
92,102,102,100,16,17,17,102,92,74,74,92,92,92,92,74,74,74,1,1,1,1,1,1,1,1,74,17,16,16,17,17,16,17,25,16,16,25,16,17,
100,102,102,91,16,25,25,26,102,82,76,92,94,94,102,92,92,74,74,74,74,74,1,1,1,1,74,17,17,17,17,17,17,17,17,17,17,16,17,17,
16,91,18,16,16,16,16,18,102,92,92,94,102,102,102,102,102,94,92,92,92,92,76,74,74,92,18,16,16,16,16,16,16,80,8,8,16,16,16,16,
16,16,16,16,16,43,25,101,102,102,102,102,101,101,102,102,102,93,93,93,83,92,92,94,102,102,90,16,16,16,16,17,17,16,17,17,17,16,16,25,
16,16,16,16,16,43,43,102,102,102,102,102,91,17,91,91,91,90,18,18,17,92,102,102,102,102,91,17,17,16,16,17,16,16,16,17,17,16,16,26,
25,25,34,16,16,26,26,102,102,102,102,101,26,16,16,16,16,17,16,16,17,91,102,102,102,102,101,17,17,16,16,16,16,16,16,16,16,16,16,17,
16,16,51,16,16,101,101,102,102,102,102,101,43,16,16,16,16,17,17,16,16,90,102,102,102,102,102,17,16,16,16,16,17,16,16,16,16,17,25,17,
16,16,25,25,16,101,101,102,102,102,102,100,25,25,16,16,16,34,16,17,16,17,101,102,102,102,102,25,17,17,16,17,17,17,17,17,25,34,16,25,
16,16,16,16,35,101,101,102,102,102,102,18,16,16,34,16,16,16,16,16,16,16,92,102,102,102,102,91,16,16,16,16,16,16,17,25,16,16,16,16,
25,25,16,25,91,102,102,102,102,102,102,25,16,25,16,25,25,25,16,25,25,25,92,102,102,102,102,101,16,17,16,16,16,16,16,16,25,25,16,25,
25,25,16,25,92,102,102,102,102,102,102,25,16,25,16,25,25,25,16,25,25,25,91,102,102,102,102,102,16,17,17,16,16,17,17,16,25,25,16,25,
25,25,51,16,92,102,102,102,102,102,99,25,51,16,16,16,16,16,25,25,25,25,44,101,102,102,102,102,25,25,17,17,25,25,16,16,16,16,25,25,
25,25,17,25,26,102,102,102,102,101,26,25,17,25,17,25,25,17,17,25,25,25,17,91,102,102,102,91,17,17,17,17,17,17,17,16,25,25,25,25,
16,16,25,16,27,102,102,102,102,101,17,25,25,16,25,25,16,34,25,16,16,16,25,99,102,102,102,91,34,25,16,16,25,16,25,25,25,16,51,16,
16,16,16,16,43,18,17,100,92,44,16,16,16,17,51,16,16,16,34,17,16,16,16,16,26,35,17,16,16,34,17,16,16,16,51,16,16,16,17,51,
25,25,25,25,25,25,25,25,16,16,25,25,25,25,25,25,25,17,16,25,25,25,25,25,25,25,25,25,17,16,25,25,25,25,25,25,25,25,16,16,
25,25,25,25,25,25,25,25,16,17,25,25,25,25,25,25,25,17,16,25,25,25,25,25,25,25,25,25,17,16,25,25,25,25,25,25,25,25,16,17,


