ARVORE: .word 16, 16
.byte 0,0,0,0,0,183,183,0,183,34,34,0,0,0,0,0,
10,10,0,34,34,34,34,34,34,34,34,34,34,0,10,10,
10,0,183,34,34,34,0,34,34,0,34,34,34,0,0,10,
0,34,34,34,0,34,34,34,34,34,34,0,34,34,34,0,
34,34,34,34,34,34,34,183,34,0,34,34,0,34,0,34,
183,34,0,34,183,34,0,34,34,34,34,34,34,0,34,34,
34,34,34,34,34,34,34,34,34,34,0,34,0,34,0,34,
0,34,34,34,0,34,34,34,34,34,34,0,34,0,34,0,
34,34,0,34,0,34,34,0,34,34,0,34,34,34,0,34,
0,34,0,34,34,0,34,34,0,0,34,34,0,0,34,0,
10,10,34,0,0,34,0,34,34,34,0,0,34,0,0,0,
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,183,0,183,0,183,183,0,0,0,0,0,
0,10,10,10,0,0,183,183,0,183,0,0,0,0,0,10,
0,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,
0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,


